Timestamp;DI-001;DI-002;DI-003;DI-004;DI-005;DI-006;DI-007;DI-008;DI-009;DI-010;DI-011;DI-012;Hum.;Pres.;Temp.
2025-06-01 13:00:00;12631.923076923076;24680.166666666668;12755;24673.5;;;;;12634.3;24619.2;12412.923076923076;24645;51.66666666666668;1019.8433333333334;20.97083333333333
2025-06-01 15:00:00;12631.058823529413;24680.176470588234;12754.888888888889;24674.5;;;;;12632;24619.81818181818;12412.083333333334;24645.090909090908;41.345454545454544;1017.9000000000001;25.95090909090909
2025-06-01 17:00:00;12632;24681.083333333332;12753.545454545454;24675;;;;;12630.333333333334;24619.9;12410.666666666666;24645;33.96000000000001;1017.1960000000001;28.525
2025-06-01 19:00:00;12632;24681;12752.083333333334;24674.75;;;;;12629.833333333334;24620;12409;24645;41.45;1017.5710000000001;19.709999999999997
2025-06-01 21:00:00;12632.09090909091;24681;12751.733333333334;24674;;;;;12629.642857142857;24620.428571428572;12408.454545454546;24645;45.54615384615385;1017.6992307692307;17.279999999999998
2025-06-01 23:00:00;12632.25;24681.083333333332;12751.285714285714;24674;;;;;12629.875;24620;12408;24645;47.9125;1017.5537499999999;15.686249999999998
2025-06-02 01:00:00;12632.09090909091;24681;12751.066666666668;24674;;;;;12630;24620;12407.923076923076;24645;49.8909090909091;1017.3309090909092;14.218181818181817
2025-06-02 03:00:00;12632;24680.81818181818;12751.461538461539;24673.5;;;;;12629.57142857143;24620;12408;24644.923076923078;52.208333333333336;1016.6266666666664;12.964166666666666
2025-06-02 05:00:00;12632;24681;12751;24673.8;;;;;12628.923076923076;24620;12408;24645;54.04545454545455;1016.0718181818182;12.110909090909091
2025-06-02 07:00:00;12632.2;24681;12752;24673.4;;;;;12629;24620;12408;24645;55.14444444444444;1016.5300000000001;11.101111111111111
2025-06-02 09:00:00;12632;24681.4;12752;24673.6;;;;;12630;24620.25;12409;24646.666666666668;56.51818181818182;1016.8418181818182;12.258181818181816
2025-06-02 11:00:00;12631.8;24680.25;12753.857142857143;24674;;;;;12634.8;24620;12412.454545454546;24646.571428571428;56.03000000000001;1016.5989999999999;16.365000000000002
2025-06-02 13:00:00;12631.333333333334;24680;12755.166666666666;24673.444444444445;;;;;12635.1;24619;12413.625;24645;50.47647058823528;1014.669411764706;22.67941176470588
2025-06-02 15:00:00;12631.25;24680.875;12755.2;24674.3;;;;;12632;24619.375;12412.6;24644.75;42.56999999999999;1013.1020000000001;27.615
2025-06-02 17:00:00;12632.333333333334;24681.18181818182;12752.76923076923;24675;;;;;12630.75;24619.416666666668;12410.444444444445;24645;33.4;1012.6290000000001;31.574000000000005
2025-06-02 19:00:00;12632;24681;12752;24675;;;;;12629.9;24619;12409.272727272728;24644.25;42.690000000000005;1012.8799999999999;22.607000000000003
2025-06-02 21:00:00;12631.9375;24680.909090909092;12752;24675;;;;;12629;24619.777777777777;12408.9;24644.777777777777;47.879999999999995;1013.1440000000001;19.973999999999997
2025-06-02 23:00:00;12632;24681;12751.818181818182;24675;;;;;12628.583333333334;24620;12408;24645;51.63333333333333;1013.3741666666665;18.599166666666665
2025-06-03 01:00:00;12632.3;24681;12751;24674.3;;;;;12629;24620.333333333332;12408;24645;54.01764705882352;1013.2888235294117;17.337647058823524
2025-06-03 03:00:00;12632.2;24681;12751.222222222223;24674;;;;;12629.636363636364;24620;12408.272727272728;24645;55.45;1013.083;16.67
2025-06-03 05:00:00;12632.416666666666;24681;12751;24673;;;;;12630;24619.727272727272;12408.888888888889;24644.923076923078;57.45333333333334;1012.1733333333333;16.284000000000002
2025-06-03 07:00:00;12632.307692307691;24681;12752.133333333333;24673;;;;;12630.4375;24619.909090909092;12409;24644.75;60.46153846153847;1012.083846153846;16.76461538461539
2025-06-03 09:00:00;12632.3;24681;12752.3;24673.444444444445;;;;;12630.615384615385;24620;12409.5;24645;62.835294117647045;1012.444117647059;17.038235294117648
2025-06-03 11:00:00;12632.285714285714;24680.35714285714;12753.07142857143;24673.666666666668;;;;;12630.5;24620;12410.642857142857;24645;62.88333333333333;1012.3283333333335;18.520833333333332
2025-06-03 13:00:00;12631.75;24680.53846153846;12753;24674.071428571428;;;;;12630;24620;12411;24645;62.7642857142857;1011.3821428571428;19.25928571428571
2025-06-03 15:00:00;12632;24680.4;12753;24674.272727272728;;;;;12630.8;24620;12410.777777777777;24645;63.35833333333334;1009.4858333333332;19.495833333333334
2025-06-03 17:00:00;12632;24680;12753;24675;;;;;12630.111111111111;24620;12410;24645;62.9;1008.84;20.061666666666667
2025-06-03 19:00:00;12632.615384615385;24680.4;12752.6;24675;;;;;12629;24620;12409;24645;63.449999999999996;1008.3175000000001;18.590833333333336
2025-06-03 21:00:00;12633;24680.9;12751.333333333334;24674;;;;;12629;24620;12408.7;24645;64.38999999999999;1008.558;17.500999999999998
2025-06-03 23:00:00;12633;24681;12751.384615384615;;;;;;12629.285714285714;24620;12408.307692307691;24645;63.90909090909091;1008.3163636363636;16.522727272727273
2025-06-04 01:00:00;12632.5;24681;12752;;;;;;12630;24620;12408.23076923077;24644.444444444445;63.83076923076922;1008.2338461538461;15.893846153846154
2025-06-04 03:00:00;12632;24681;12752;24673;;;;;12630;24619;12408;24644.125;63.76666666666666;1007.8233333333333;15.796666666666667
2025-06-04 05:00:00;12632;24681;12752;24673;;;;;12630.25;24619.333333333332;12408.444444444445;24644.333333333332;65.1875;1007.54625;15.875000000000002
2025-06-04 07:00:00;12631.90909090909;24681;12752;;;;;;12630.833333333334;24619.333333333332;12409;24644.333333333332;66.7;1007.8990909090909;16.245454545454546
2025-06-04 09:00:00;12631.888888888889;24680.7;12752.222222222223;24673;;;;;12630.7;24619.35714285714;12409.636363636364;24644.375;67.8076923076923;1008.5300000000001;17.13923076923077
2025-06-04 11:00:00;12632;24680.23076923077;12753.454545454546;24673.375;;;;;12629.777777777777;24619.916666666668;12410.57142857143;24644.25;68.325;1008.7800000000001;18.900833333333335
2025-06-04 13:00:00;12631.411764705883;24680.11111111111;12754.444444444445;24674;;;;;12629.857142857143;24619.666666666668;12410.9375;24644.375;66.5111111111111;1007.4199999999998;22.099999999999998
2025-06-04 15:00:00;12630.5;24680.416666666668;12754.09090909091;24673.4;;;;;12631.444444444445;24618.5;12412;24644;59.94444444444444;1006.3144444444445;27.885555555555555
2025-06-04 17:00:00;12632.454545454546;24680.785714285714;12753.111111111111;24674;;;;;12630.923076923076;24618.555555555555;12411;24644;47.05999999999999;1006.1479999999999;32.108000000000004
2025-06-04 19:00:00;12633;24681;12751.3;24674.5;;;;;12629.181818181818;24619.090909090908;12409.142857142857;24644;55.58461538461539;1007.3223076923076;23.59384615384615
2025-06-04 21:00:00;12632.833333333334;24681;12751.083333333334;24674;;;;;12628.857142857143;24619;12408.57142857143;24644;58.83846153846153;1008.4069230769229;22.27307692307693
2025-06-04 23:00:00;12632;24681;12751.875;24674;;;;;12628;24619;12408.166666666666;;59.5;1008.9825000000001;21.2275
2025-06-05 01:00:00;12632;24680.14285714286;12751.416666666666;24674.2;;;;;12628;24619;12408.57142857143;24643.75;60.46249999999999;1009.3412500000001;20.86125
2025-06-05 03:00:00;12632;24680;12751;24675;;;;;12628;24619.25;12408;24644;61.207142857142856;1009.1600000000001;19.694285714285712
2025-06-05 05:00:00;12633;24680.7;12751;24675;;;;;12628.8;24619;12408;24645;62.16923076923077;1009.0492307692309;17.974615384615387
2025-06-05 07:00:00;12632.4;24681;12751;24674;;;;;12629.375;24619.714285714286;12408;24645;62.74444444444445;1010.4355555555555;17.233333333333334
2025-06-05 09:00:00;12632.5;24680.75;12751.538461538461;24673.11111111111;;;;;10923.666666666666;24620;12408.066666666668;24644.875;63.56875;1012.6099999999999;17.040624999999995
2025-06-05 11:00:00;12632.333333333334;24680.125;12752.5;24673.666666666668;;;;;12630.25;24620;12409.833333333334;24644.545454545456;61.977777777777774;1013.5088888888889;18.943333333333335
2025-06-05 13:00:00;12631.923076923076;24680;12753.75;24673.666666666668;;;;;12630.285714285714;24619.416666666668;12411.25;24644;56.43333333333333;1012.6441666666668;24.129166666666674
2025-06-05 15:00:00;12631.166666666666;24681.2;12753.555555555555;24674;;;;;12631.4;24619;12410.75;24644;45.40909090909091;1011.7063636363636;30.200909090909093
2025-06-05 17:00:00;12631.5;24681;12751.454545454546;24675;;;;;12630.4;24619;12409.588235294117;24644.25;40.19230769230769;1012.2038461538461;29.77461538461538
2025-06-05 19:00:00;12632.8;24680.916666666668;12751;24674.85714285714;;;;;12628.285714285714;24619;12408.90909090909;24644.18181818182;48.87777777777777;1013.4699999999999;21.299999999999997
2025-06-05 21:00:00;12632.666666666666;24680.363636363636;12751.083333333334;24675;;;;;12627.75;24619;12408;24644;52.328571428571436;1014.3721428571429;19.12142857142857
2025-06-05 23:00:00;12633;24681;12751;24674.166666666668;;;;;12628.615384615385;24619.785714285714;12408;24644.76923076923;53.85999999999999;1015.394;17.427
2025-06-06 01:00:00;12632.8125;24681;12751;24673.833333333332;;;;;12629.181818181818;24619.8;12407.833333333334;24644.81818181818;55.184615384615384;1015.8946153846155;16.34846153846154
2025-06-06 03:00:00;12632.222222222223;24681;12751;24673.75;;;;;12630;24619.58823529412;12407.90909090909;24644.2;56.60625000000001;1015.6275;14.551250000000003
2025-06-06 05:00:00;12632;24681;12751;24673.3;;;;;12630;24620;12408;24644.222222222223;57.62857142857142;1015.5714285714286;13.70142857142857
2025-06-06 07:00:00;12632;24681;12751;24673.75;;;;;12630;24620;12408;24644.1;58.830769230769235;1016.2038461538461;13.26692307692308
2025-06-06 09:00:00;12631.90909090909;24680.666666666668;12751.6;24673.222222222223;;;;;12629.5;24619.81818181818;12408;24644.615384615383;59.289999999999985;1017.0200000000001;13.385
2025-06-06 11:00:00;12632;24680.866666666665;12753.09090909091;24673.125;;;;;12631;24619.090909090908;12410.846153846154;24645;57.92727272727272;1017.137272727273;17.39818181818182
2025-06-06 13:00:00;12631.818181818182;24680;12754.4;24673.166666666668;;;;;12631.333333333334;24619.7;12412;24644.625;52.074999999999996;1016.2737500000001;21.985
2025-06-06 15:00:00;12631.142857142857;24680.923076923078;12754.333333333334;24674;;;;;12630.8;24619.69230769231;12411.76923076923;24644.454545454544;42.2375;1014.49625;26.501249999999995
2025-06-06 17:00:00;12632;24681;12753.57142857143;24674.777777777777;;;;;12630.25;24619;12410.785714285714;24644.9;42.358333333333334;1013.8033333333333;23.094166666666666
2025-06-06 19:00:00;12632.263157894737;24681;12752.07142857143;24675;;;;;12629.2;24619.647058823528;12409.166666666666;24644.8;46.25384615384615;1013.8776923076923;19.722307692307695
2025-06-06 21:00:00;12632.153846153846;24681;12751;24674.81818181818;;;;;12629;24620;12408;24645;49.29285714285715;1014.0971428571429;17.860714285714288
2025-06-06 23:00:00;12633;24681;12751;24674;;;;;12629;24620;12408;24645;52.53636363636363;1013.3181818181819;15.87363636363636
2025-06-07 01:00:00;12633;24681;12751;24674;;;;;12629.545454545454;24620;12408;24645;54.56875000000001;1013.4;14.696250000000001
2025-06-07 03:00:00;12632.333333333334;24681;12751;24674;;;;;12629.846153846154;24620;12408;24644.555555555555;56.949999999999996;1013.7816666666666;13.868333333333338
2025-06-07 05:00:00;12632.125;24681;12751.75;24673.666666666668;;;;;12629.666666666666;24619.81818181818;12407.875;24644.5;58.128571428571426;1013.3992857142857;12.698571428571427
2025-06-07 07:00:00;12632.555555555555;24680.384615384617;12752;24673.18181818182;;;;;12629;24619.928571428572;12407.8;24644.454545454544;58.8125;1013.8012500000001;11.60125
2025-06-07 09:00:00;12632;24681.071428571428;12752;24673;;;;;12629.5;24620;12409.1;24645.571428571428;58.80769230769231;1014.49;12.626153846153844
2025-06-07 11:00:00;12631.444444444445;24680;12753.3;24673;;;;;12630.833333333334;24619.428571428572;12410.454545454546;24644.909090909092;58.66363636363636;1013.5790909090908;16.03272727272727
