Timestamp;DI-001;DI-002;DI-003;DI-004;DI-005;DI-006;DI-007;DI-008;DI-009;DI-010;DI-011;DI-012;Hum.;Pres.;Temp.
2026-02-01 01:59:00;12633.5;24684.117647058825;12747.692307692309;24678;;;11247.444444444445;24671;2817;24621;12409;24648;36.174285714285716;1000.1009523809523;31.573809523809516
2026-02-01 03:59:00;12633.3;24683.909090909092;12747.90909090909;24677.777777777777;;;11247.727272727272;24671;2817;24621.666666666668;12409;24648.333333333332;39.2475;999.499375;29.564375000000002
2026-02-01 05:59:00;12633.454545454546;24683.777777777777;12748.09090909091;24677;;;11247.181818181818;24670.23076923077;2817;24621.076923076922;12408.125;24647.88888888889;42.12500000000001;1001.1531249999998;27.973750000000003
2026-02-01 07:59:00;12633.3;24683.8;12749.333333333334;24676.909090909092;;;11247.125;24670.375;2817;24621;12409.75;24647.3125;42.38;1001.851;29.422000000000004
2026-02-01 09:59:00;12632.777777777777;24683.090909090908;12751.6;24676.846153846152;;;11248.181818181818;24669.125;2817;24621.166666666668;12413.75;24648;38.35454545454545;1002.3027272727272;33.10999999999999
2026-02-01 11:59:00;12633.916666666666;24683;12753;24678;;;11249;24669.416666666668;2817;24621.2;12417.25;24648.85714285714;28.387500000000003;1001.78625;38.445
2026-02-01 13:59:00;12634.9375;24685;12753.545454545454;24678;;;11250.375;24670.1;2817;24622.5;12417.333333333334;24648.875;21.755555555555556;1001.1899999999999;41.519999999999996
2026-02-01 15:59:00;12636.76923076923;24685;12752.866666666667;24679;;;11250.615384615385;24671.64285714286;2817;24623;12416;24649.636363636364;18.12818181818182;999.9463636363638;44.87
2026-02-01 17:59:00;12636.8;24685.083333333332;12751.7;24680.4;;;11251.125;24673.6;2817;24623.636363636364;12413;24650.166666666668;17.22636363636364;999.4554545454547;43.75818181818182
2026-02-01 19:59:00;12636.166666666666;24684.583333333332;12749.416666666666;24679.53846153846;;;11249.9;24672.625;2817;24623.428571428572;12411.444444444445;24650.14285714286;20.104444444444443;999.801111111111;39.59777777777777
2026-02-01 21:59:00;12636;24683.4;12748.6;24678.75;;;11249;24671.833333333332;2817;24623.5;12409.625;24648.4;23.749999999999996;1000.6780000000001;36.418
2026-02-01 23:59:00;12633.333333333334;24684.615384615383;12748.583333333334;24678;;;11248.714285714286;24672.2;2817;24621.875;12409.555555555555;24648;28.169999999999998;1001.116;33.84
2026-02-02 01:59:00;12633.384615384615;24684.125;12749;24678;;;11247.636363636364;24671.85714285714;2817;24621.3;12408.714285714286;24648.5;33.6;1000.7600000000001;31.653333333333332
2026-02-02 03:59:00;12634;24684;12747.833333333334;24678;;;11247.857142857143;24671.083333333332;2817;24621.64285714286;12409.222222222223;24648.909090909092;37.25555555555556;1001.0277777777778;30.443333333333335
2026-02-02 05:59:00;12633;24684;12749.285714285714;24677.777777777777;;;11247.3;24670.5;2817;24621.066666666666;12409;24649;40.3764705882353;1001.8170588235294;29.42470588235293
2026-02-02 07:59:00;12633.5;24683.75;12749.363636363636;24677;;;11247.066666666668;24670.666666666668;2817;24621;12409.142857142857;24648.2;41.49;1002.6210000000001;29.743000000000002
2026-02-02 09:59:00;12632.25;24683;12752.111111111111;24676.714285714286;;;11247.4;24669.375;2817;24620.909090909092;12411.8;24647.7;38.225;1002.6816666666668;32.744166666666665
2026-02-02 11:59:00;12632.818181818182;24682.454545454544;12753.166666666666;24677.727272727272;;;11249;24669.11111111111;2817;24621.3;12416.1;24648.615384615383;30.740000000000002;1001.662;37.92199999999999
2026-02-02 13:59:00;12634.1;24683.916666666668;12753.555555555555;24678.545454545456;;;11249.9;24670;2817;24622.636363636364;12417.222222222223;24648.555555555555;22.537333333333333;1000.2953333333332;42.73533333333334
2026-02-02 15:59:00;12635.777777777777;24685;12752.9;24679.222222222223;;;11250.875;24671.1;2817;24623;12415.444444444445;24649.11111111111;19.578;998.644;44.424
2026-02-02 17:59:00;12637;24685;12752.625;24680.083333333332;;;11250.5;24673.5;2817;24623;12413.7;24649.833333333332;17.36666666666667;997.6883333333332;45.76166666666666
2026-02-02 19:59:00;12636.444444444445;24685.333333333332;12750.6;24680;;;11249.375;24673.76923076923;2817;24623;12411.857142857143;24649.833333333332;22.516923076923078;998.2584615384615;39.72923076923076
2026-02-02 21:59:00;12635.42857142857;24683.571428571428;12748.833333333334;24679.090909090908;;;11248.75;24671.6;2817;24623;12411;24648.625;25.997999999999998;998.89;37.483000000000004
2026-02-02 23:59:00;12635.307692307691;24684.125;12749;24678;;;11249.166666666666;24672;2817;24623;12410.181818181818;24648;30.930714285714288;999.2385714285714;34.97785714285714
2026-02-03 01:59:00;12634;24684.75;12748.375;24678;;;11247;24671.75;2817;24621;12409.42857142857;24648.272727272728;33.63272727272727;999.2209090909091;33.51818181818181
2026-02-03 03:59:00;12633.7;24683.88888888889;12748.333333333334;24678;;;11248;24671.272727272728;2817;24621.81818181818;12409;24648.875;35.05181818181818;999.2645454545454;32.03454545454545
2026-02-03 05:59:00;12634;24684;12749;24677.81818181818;;;11247.625;24670.555555555555;2817;24621.1;12408.6;24648.6;37.981249999999996;1000.455;30.088750000000005
2026-02-03 07:59:00;12633.125;24684;12749.181818181818;24677.14285714286;;;11247.444444444445;24670.125;2817;24621;12409.2;24648.7;39.50000000000001;1001.974705882353;31.327058823529416
2026-02-03 09:59:00;12632.375;24683.8;12751.727272727272;24677.555555555555;;;11248;24669.222222222223;2817;24621.454545454544;12413.4;24648.25;37.011111111111106;1002.1188888888888;34.18
2026-02-03 11:59:00;12634.555555555555;24683.375;12753;24678.11111111111;;;11248.375;24669.75;2817;24621.5;12416.666666666666;24649.571428571428;28.32857142857143;1001.2900000000001;39.50714285714286
2026-02-03 13:59:00;12634.833333333334;24685;12753.5;24678.222222222223;;;11250.166666666666;24670.285714285714;2817;24622.583333333332;12416.692307692309;24649.272727272728;22.236666666666665;999.8474999999997;43.89249999999999
2026-02-03 15:59:00;12636.545454545454;24684.416666666668;12753;24679.8125;;;11250.666666666666;24672.545454545456;2817;24623.363636363636;12416.166666666666;24650;18.471999999999998;998.5673333333331;47.081999999999994
2026-02-03 17:59:00;12637.142857142857;24684.916666666668;12752.57142857143;24680.583333333332;;;11251.23076923077;24673.333333333332;2817;24624.923076923078;12413.333333333334;24650;16.652307692307694;998.2515384615385;47.57692307692308
2026-02-03 19:59:00;12637.142857142857;24685.625;12750.42857142857;24680.625;;;11250.25;24673.88888888889;2817;24624.666666666668;12411.5;24650.7;19.76909090909091;999.2318181818183;42.53363636363637
2026-02-03 21:59:00;12635.636363636364;24684.222222222223;12748.727272727272;24679.666666666668;;;11249;24672.8;2817;24623.428571428572;12409.866666666667;24649.81818181818;23.11052631578948;1000.4578947368421;39.16157894736841
2026-02-03 23:59:00;12636.2;24683.7;12748.857142857143;24677.85714285714;;;11248.875;24671.166666666668;2817;24623;12410;24648.733333333334;27.73333333333333;1001.0083333333333;36.512499999999996
2026-02-04 01:59:00;12634.153846153846;24684.75;12748.222222222223;24678;;;11247.454545454546;24672;2817;24622.428571428572;12410.1;24648.11111111111;31.614285714285717;1001.0614285714283;34.12142857142857
